unidade;ano;mes;cond_adquirida;altas_validas;tx_cond_adquirida
HRJP;2022;8;45;408;0,11029411764705882
HRJP;2022;9;51;420;0,12142857142857143
HRJP;2022;10;40;383;0,10443864229765012
HRJP;2022;11;41;384;0,10677083333333333
HRJP;2022;12;36;328;0,10975609756097561
HRJP;2023;1;32;348;0,09195402298850575
HRJP;2023;2;37;370;0,1
HRJP;2023;3;41;410;0,1
HRJP;2023;4;43;393;0,10941475826972011
HRJP;2023;5;40;437;0,09153318077803203
HRJP;2023;6;34;393;0,08651399491094147
HRJP;2023;7;35;338;0,10355029585798817
HRJP;2023;8;40;443;0,09029345372460497
HRJP;2023;9;38;440;0,08636363636363636
HRJP;2023;10;41;445;0,09213483146067415
HRJP;2023;11;52;453;0,11479028697571744
HRJP;2023;12;38;429;0,08857808857808858
HRJP;2024;1;51;418;0,12200956937799043
HRJP;2024;2;47;427;0,11007025761124122
HRJP;2024;3;49;500;0,098
HRJP;2024;4;42;544;0,07720588235294118
HRJP;2024;5;49;528;0,0928030303030303
HRJP;2024;6;54;499;0,10821643286573146
HRJP;2024;7;58;463;0,12526997840172785
HRJP;2024;8;41;447;0,09172259507829977
HRJP;2024;9;45;499;0,09018036072144289
HRJP;2024;10;61;564;0,10815602836879433
HRJP;2024;11;46;463;0,09935205183585313
HRJP;2024;12;58;445;0,1303370786516854
HRJP;2025;1;40;432;0,09259259259259259
HRJP;2025;2;40;447;0,0894854586129754
HRJP;2025;3;66;576;0,11458333333333333
HRJP;2025;4;59;569;0,10369068541300527
HRJP;2025;5;66;611;0,10801963993453355
HRJP;2025;6;58;547;0,10603290676416818
HRJP;2025;7;61;564;0,10815602836879433
HRJP;2025;8;71;543;0,13075506445672191
HRJP;2025;9;44;531;0,08286252354048965
HRJP;2025;10;61;568;0,1073943661971831
HRJP;2025;11;61;521;0,11708253358925144
HRJP;2025;12;78;508;0,15354330708661418
HRJP;2026;1;141;456;0,3092105263157895
HRJP;2026;2;143;487;0,2936344969199179
HRJP;2026;3;62;268;0,23134328358208955
HRJP;2026;4;193;646;0,29876160990712075
HRJP;2026;5;190;593;0,32040472175379425
HRJP;2026;6;241;570;0,42280701754385963
MOV;2019;6;69;501;0,1377245508982036
MOV;2019;7;4;19;0,21052631578947367
MOV;2019;8;1;1;1,0
MOV;2019;9;37;550;0,06727272727272728
MOV;2019;10;6;389;0,015424164524421594
MOV;2019;11;10;693;0,01443001443001443
MOV;2019;12;8;692;0,011560693641618497
MOV;2020;1;10;646;0,015479876160990712
MOV;2020;6;1;23;0,043478260869565216
MOV;2020;7;29;686;0,04227405247813411
MOV;2020;8;12;563;0,021314387211367674
MOV;2020;9;21;588;0,03571428571428571
MOV;2020;10;10;540;0,018518518518518517
MOV;2020;11;19;628;0,030254777070063694
MOV;2020;12;4;501;0,007984031936127744
MOV;2021;1;19;628;0,030254777070063694
MOV;2021;2;11;627;0,017543859649122806
MOV;2021;3;14;682;0,020527859237536656
MOV;2021;4;25;682;0,036656891495601175
MOV;2021;5;36;713;0,05049088359046283
MOV;2021;6;88;679;0,12960235640648013
MOV;2021;7;87;681;0,1277533039647577
MOV;2021;8;145;752;0,19281914893617022
MOV;2021;9;129;672;0,19196428571428573
MOV;2021;10;132;601;0,21963394342762063
MOV;2021;11;144;657;0,2191780821917808
MOV;2021;12;227;648;0,35030864197530864
MOV;2022;1;153;586;0,26109215017064846
MOV;2022;2;167;581;0,2874354561101549
MOV;2022;3;199;678;0,2935103244837758
MOV;2022;4;210;589;0,3565365025466893
MOV;2022;5;229;686;0,3338192419825073
MOV;2022;6;198;667;0,29685157421289354
MOV;2022;7;169;687;0,24599708879184862
MOV;2022;8;159;619;0,2568659127625202
MOV;2022;9;156;618;0,2524271844660194
MOV;2022;10;158;594;0,265993265993266
MOV;2022;11;169;618;0,27346278317152106
MOV;2022;12;164;678;0,24188790560471976
MOV;2023;1;168;648;0,25925925925925924
MOV;2023;2;170;622;0,2733118971061093
MOV;2023;3;239;756;0,31613756613756616
MOV;2023;4;204;658;0,3100303951367781
MOV;2023;5;250;669;0,37369207772795215
MOV;2023;6;216;728;0,2967032967032967
MOV;2023;7;221;689;0,32075471698113206
MOV;2023;8;255;705;0,3617021276595745
MOV;2023;9;225;672;0,33482142857142855
MOV;2023;10;257;737;0,3487109905020353
MOV;2023;11;222;711;0,31223628691983124
MOV;2023;12;209;747;0,2797858099062918
MOV;2024;1;196;677;0,2895125553914328
MOV;2024;2;193;721;0,26768377253814146
MOV;2024;3;260;823;0,3159173754556501
MOV;2024;4;205;743;0,2759084791386272
MOV;2024;5;189;767;0,24641460234680573
MOV;2024;6;178;672;0,2648809523809524
MOV;2024;7;164;698;0,2349570200573066
MOV;2024;8;178;686;0,2594752186588921
MOV;2024;9;212;761;0,278580814717477
MOV;2024;10;220;655;0,33587786259541985
MOV;2024;11;167;616;0,2711038961038961
MOV;2024;12;157;648;0,24228395061728394
MOV;2025;1;213;694;0,3069164265129683
MOV;2025;2;222;654;0,3394495412844037
MOV;2025;3;232;800;0,29
MOV;2025;4;204;778;0,2622107969151671
MOV;2025;5;179;828;0,21618357487922704
MOV;2025;6;170;756;0,22486772486772486
MOV;2025;7;185;682;0,27126099706744866
MOV;2025;8;143;655;0,2183206106870229
MOV;2025;9;165;709;0,23272214386459802
MOV;2025;10;185;712;0,2598314606741573
MOV;2025;11;171;698;0,24498567335243554
MOV;2025;12;206;708;0,2909604519774011
MOV;2026;1;367;725;0,5062068965517241
MOV;2026;2;365;708;0,5155367231638418
MOV;2026;3;218;410;0,5317073170731708
MOV;2026;4;359;735;0,4884353741496599
MOV;2026;5;344;825;0,416969696969697
MOV;2026;6;407;747;0,5448460508701473
